Department,Total,closed,gold,diamond,bronze,green,hybrid,Journal articles,Open,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Department of General Practice and Rural Health, University of Otago",4,1,2,1,0,0,0,4,3,75%,0,0,75%
"Department of General Practice and Rural Medicine, Dunedin School of Medicine, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of General Practice, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of General Surgery, Christchurch Hospital, Christchurch, New Zealand, Department of Surgery, Otago Medical School, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Dunedin Hospital, Dunedin, New Zealand, Department of Surgical Sciences, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of General Surgery, Wellington Regional Hospital, Wellington, New Zealand, Department of Surgery and Anaesthesia, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geography, Environment & Spatial Sciences, Michigan State University, East Lansing, MI  48824, United States, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geography, Environment and Spatial Sciences, Michigan State University, East Lansing, MI  48824, United States, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geography, University of Otago",10,8,0,0,0,1,1,10,2,20%,8,0,100%
"Department of Geography/Te Ihowhenua, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geology and Paleontology, National Museum of Nature and Science, Tsukuba, Japan, Department of Geology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Geology, Department of Marine Science, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Geology, University of Otago",59,33,13,1,2,5,5,59,26,44%,29,1,94%
"Department of Health Economy, Wellington School of Medicine, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Human Nutrition, Division of Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Human Nutrition, University of Otago",52,24,16,3,3,2,4,52,28,53%,14,4,88%
"Department of Immunology and Microbiology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Information Science and Centre for Health Systems and Technology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Information Science, University of Otago",21,19,1,0,0,1,0,17,2,11%,12,3,80%
"Department of Information Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Integrative Biology, University of Colorado Denver, Denver, CO  80217, United States, Department of Anatomy, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM, United States, Department of Medicine, School of Physiotherapy, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Management, Marketing and Entrepreneurship, University of Canterbury, Christchurch, New Zealand, University of Canterbury Business School, Christchurch, New Zealand, Department of Tourism, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Management, Otago Business School University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Management, Otago Business School, University of Otago",3,3,0,0,0,0,0,3,0,0%,3,0,100%
"Department of Management, University of Otago",22,21,0,0,0,1,0,22,1,4%,14,6,95%
"Department of Marine Science, University of Otago",46,24,7,0,5,3,7,45,22,48%,19,2,93%
"Department of Marine Sciences, University of Otago",3,1,2,0,0,0,0,3,2,66%,1,0,100%
Department of Marketing and Dunedin Multidisciplinary Health and Development Research Unit University of Otago,1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Marketing, Division of Commerce, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Marketing, Otago Business School, University of Otago",10,8,1,0,0,1,0,10,2,20%,7,1,100%
"Department of Marketing, School of Business, University of Otago",2,1,0,0,0,0,1,2,1,50%,1,0,100%
"Department of Marketing, University of Otago",20,15,1,1,1,2,0,20,5,25%,7,8,100%
"Department of Mathematics & Statistics, University of Otago",6,3,2,0,0,0,1,6,3,50%,3,0,100%
"Department of Mathematics and Statistics, University of Otago",49,25,4,0,2,16,2,48,23,47%,17,5,91%
"Department of Medicine (Dunedin) at Dunedin School of Medicine, University of Otago",2,1,0,0,1,0,0,2,1,50%,1,0,100%
"Department of Medicine (Gastroenterology), University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Medicine - HeartOtago, Dunedin School of Medicine, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Medicine and Neurology, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Medicine and School of Physiology, University of Otago",2,0,0,0,1,0,1,2,2,100%,0,0,100%
"Department of Medicine and School of Physiotherapy, University of Otago",4,1,0,1,0,1,1,4,3,75%,1,0,100%
"Department of Medicine – HeartOtago, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Christchurch Hospital, Christchurch School of Medicine, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Christchurch School of Medicine and Health Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Christchurch School of Medicine, University of Otago",2,1,0,1,0,0,0,2,1,50%,1,0,100%
"Department of Medicine, Department of Pathology and Molecular Medicine, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Medicine, Dunedin Medical Campus, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Dunedin School of Medicine and School of Physiotherapy, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Dunedin School of Medicine, University of Otago",27,15,6,1,2,1,2,27,12,44%,14,1,100%
"Department of Medicine, Edgar Diabetes and Obesity Research, Dunedin School of Medicine, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Faculty of Medical and Health Sciences, University of Auckland, Grafton Auckland, 1023, New Zealand, Department of Medicine, Dunedin School of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Otago Medical School, Dunedin Campus, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Otago Medical School, University of Otago",3,0,2,0,1,0,0,3,3,100%,0,0,100%
"Department of Medicine, Rehabilitation Teaching &research Unit, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Medicine, University of Otago",108,48,24,4,15,10,7,107,60,56%,37,4,93%
"Department of Medicine, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Christchurch Heart Institute, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Medicine, Yong Loo Lin School of Medicine, Singapore, Cardiovascular Research Institute, National University Heart Center, Singapore, Christchurch Heart Institute, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Medicine, Yong Loo-Lin School of Medicine, National University of Singapore, Singapore, Christchurch Heart Institute, Department of Medicine, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Microbiology & Immunology, University of Otago",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"Department of Microbiology and Immunology, Columbia University Irving Medical Center, New York, NY, United States, Department of Microbiology and Immunology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, School of Biomedical Sciences, University of Otago",6,4,1,0,1,0,0,5,2,40%,2,0,66%
"Department of Microbiology and Immunology, School of Medical Sciences, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, The University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, University of British Columbia, Vancouver, BC, Canada, Department of Microbiology and Immunology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology and Immunology, University of Otago",84,24,38,1,10,6,5,83,60,72%,19,1,95%
"Department of Microbiology, University of Medicine 1, Yangon, Myanmar, Centre for International Health, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Microbiology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Music, Theatre & Performing Arts, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Nephrology, Southern District Health Board, Dunedin, New Zealand, Department of Medicine, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neurology, Wellington Hospital and University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Neurology, Wellington Hospital, Wellington, New Zealand, Department of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Neurology, Wellington Regional Hospital, Wellington, New Zealand, Department of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Neuroscience, Erasmus University Medical Centre, Rotterdam, 3015 GD, Netherlands, School of Physical Education, Sport and Exercise Sciences, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Neurosurgery, University Hospital Bonn, Bonn, 53179, Germany, Department of Surgical Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Obstetrics and Gynaecology and Department of Pathology and Molecular Medicine, Department of Obstetrics and Gynaecology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynaecology, Hawke's Bay Fallen Soldiers' Memorial Hospital, Hastings, New Zealand, Department of Obstetrics and Gynaecology, School of Medicine, Wellington Regional Hospital, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Obstetrics and Gynaecology, Royal Women's Hospital, The University of Melbourne, The Royal Women's Hospital, Parkville, VIC, Australia, Department of Anatomy, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Obstetrics and Gynaecology, School of Medicine, Wellington Regional Hospital, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Obstetrics and Gynaecology, The Royal Women's Hospital, The University of Melbourne, Parkville, VIC, Australia, Department of Anatomy, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Obstetrics and Gynaecology, University of Melbourne, Gynaecology Research Centre, Royal Women's Hospital, Melbourne, VIC, Australia, Department of Anatomy, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Obstetrics and Gynaecology, University of Otago",5,2,1,0,0,0,2,5,3,60%,2,0,100%
"Department of Obstetrics and Gynhaecology, University of Melbourne and Gynaecology Research Centre, Level 7, Cnr Grattan St and Flemington Rd, Royal Women's Hospital, Parkville, Victoria, 3052, Australia, Department of Anatomy, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Obstetrics, Gynaecology and Women's Health and Department of Pathology and Molecular Medicine, University of Otago",1,0,0,0,0,0,1,0,0,,0,0,0%
"Department of Obstetrics, Gynaecology and Women's Health, University of Otago",1,0,1,0,0,0,0,0,0,,0,0,0%
"Department of Ocean Systems, NIOZ Royal Netherlands Institute for Sea Research and Utrecht University, 1790 AB, Den Burg, Texel, Netherlands, Department of Chemistry, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Oncology and Pathology, Karolinska Institutet and Department of Pathology, Karolinska University Hospital, Stockholm, Sweden, Department of Pathology and Molecular Medicine, Wellington School of Medicine and Health Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Operations Research, Naval Postgraduate School, 1 University Circle, Monterey, CA  93943, United States, Department of Preventive and Social Medicine, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Ophthalmology, Alice Springs Hospital, Alice Springs, Australia, Surgery and Anaesthesia, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Ophthalmology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Oral Diagnostic and Surgical Sciences, Faculty of Dentistry, University of Otago",11,7,4,0,0,0,0,11,4,36%,7,0,100%
"Department of Oral Diagnostic and Surgical Sciences, Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of Oral Rehabilitation and Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Oral Rehabilitation, Faculty of Dentistry, University of Otago",4,2,1,1,0,0,0,4,2,50%,2,0,100%
"Department of Oral Rehabilitation, Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Department of Oral Rehabilitation, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Oral Sciences, Faculty of Dentistry, Sir John Walsh Research Institute, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Oral Sciences, Faculty of Dentistry, University of Otago",20,13,4,1,0,0,2,20,7,35%,11,1,95%
"Department of Oral Sciences, Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago",6,2,1,2,0,1,0,6,4,66%,2,0,100%
"Department of Oral Sciences, Sir John Walsh Research Institute, School of Dentistry, The University of Otago",3,3,0,0,0,0,0,3,0,0%,2,1,100%
"Department of Oral Sciences, Sir John Walsh Research Institute, School of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Oral Sciences, University of Otago",5,2,1,0,0,2,0,5,3,60%,2,0,100%
"Department of Orthodontics, Faculty of Dentistry, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Department of Orthopaedic Surgery & Musculoskeletal Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Orthopaedic Surgery and Musculoskeletal Medicine, Christchurch School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Orthopaedic Surgery and Musculoskeletal Medicine, University of Otago",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Orthopaedic Surgery, University of Otago",2,2,0,0,0,0,0,2,0,0%,1,1,100%
"Department of Orthopaedic, Christchurch Hospital, Christchurch, New Zealand, Department of Orthopaedic Surgery and Musculoskeletal Medicine, Christchurch School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Orthopaedics and Musculoskeletal Medicine, University of Otago",3,1,0,1,1,0,0,3,2,66%,1,0,100%
"Department of Orthopedic Surgery, National Defense Medical College, Tokorozawa, Japan, Department of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Otolaryngology Head and Neck Surgery, CHU de Caen, France, Dept. Anatomy, UNICAEN, Normadie University, Caen, 14032, France, INSERM, U1075, COMETE, Caen, 1400, France, Dept. of Pharmacology and Toxicology, School of Biomedical Sciences and Brain Health Research Centre, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Paediatric Surgery, Christchurch Hospital and Christchurch School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Paediatric Surgery, Level 3 CSB, Wellington Children's Hospital, Riddiford St, Newtown, Wellington, 6021, New Zealand, Department of Paediatrics and Child Health, Wellington School of Medicine, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Paediatric Surgery, Wellington Children's Hospital and Department of Paediatrics and Child Health, Wellington School of Medicine, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Paediatric Surgery, Wellington Children's Hospital, Riddiford Street, Newtown, Wellington, 6021, New Zealand, Department of Paediatrics and Child Health, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Paediatric Surgery, Wellington Children's Hospital, Wellington, New Zealand, Department of Paediatrics and Child Health, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Department of Paediatrics and Child Health, Brain Health Research Centre and Brain Research New Zealand, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Paediatrics and Child Health, Capital and Coast District Health Board, Wellington, New Zealand, Department of Paediatrics and Child Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Paediatrics and Child Health, University of Otago",19,11,3,0,1,4,0,18,8,44%,7,2,89%
"Department of Paediatrics, Christchurch Public Hospital, Christchurch, New Zealand, Department of Paediatrics, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Paediatrics, University of Auckland, Auckland, New Zealand, Medical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Paediatrics, University of Otago",11,5,0,0,3,3,0,11,6,54%,4,1,100%
"Department of Pathobiochemistry, Faculty of Pharmacy, Meijo University, Nagoya, Japan, Department of Women's and Children's Health, Clinical Genetics Group, Dunedin School of Medicine, University of Otago",1,0,0,0,0,0,1,0,0,,0,0,0%
"Department of Pathobiochemistry, Faculty of Pharmacy, Meijo University, Nagoya, Japan, Research Center for Pathogenesis of Intractable Diseases, Meijo University, Nagoya, Japan, Department of Women's and Children's Health, Dunedin School of Medicine, University of Otago",1,0,0,0,0,0,1,0,0,,0,0,0%
"Department of Pathology & Molecular Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pathology Dunedin School of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Pathology and Biomedical Science, University of Otago",7,2,4,0,0,0,1,7,5,71%,2,0,100%
"Department of Pathology and Molecular Medicine and Health Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pathology and Molecular Medicine, University of Otago",6,3,0,0,0,0,3,6,3,50%,2,0,83%
"Department of Pathology and Molecular Medicine, Wellington School of Medicine and Health Sciences, University of Otago",10,9,0,0,0,1,0,10,1,10%,7,0,80%
"Department of Pathology and Molecular Medicine, Wellington School of Medicine and Health sciences, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Pathology, Dunedin School of Medicine, University of Otago",24,6,14,0,1,0,3,23,18,78%,4,0,91%
"Department of Pathology, Otago Medical School, University of Otago",4,0,3,0,0,1,0,4,4,100%,0,0,100%
"Department of Pathology, School of Medicine, Case Western Reserve University, Cleveland, OH  44106, United States, Department of Microbiology and Immunology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Pathology, The University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Pathology, UM Medical School, Ann Arbor, MI, United States, Department of Anatomy, School of Biomedical Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Pathology, University of Otago",17,6,7,0,1,0,3,17,11,64%,5,1,100%
"Department of Pediatrics and Child Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Periodontology, Hamdan Bin Mohammed College of Dental Medicine, Mohammed Bin Rashid University of Medicine and Health Sciences, Dubai, United Arab Emirates, Sir John Walsh Research Institute Faculty of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmaceutics, School of Pharmaceutical sciences, Peking University, Beijing, 100191, China, Otago Pharmacometrics Group, School of Pharmacy, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology & Toxicology, Otago School of Biomedical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology & Toxicology, School of Biomedical Sciences, Department of Chemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology & Toxicology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology and Toxicology, Brain Health Research Centre, School of Biomedical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Pharmacology and Toxicology, School of BioMedical Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Pharmacology and Toxicology, School of Biomedical Sciences and Brain Health Research Centre, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Pharmacology and Toxicology, School of Biomedical Sciences, Brain Health Research Centre, University of Otago",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"Department of Pharmacology and Toxicology, School of Biomedical Sciences, University of Otago",8,4,3,0,0,1,0,8,4,50%,2,0,75%
"Department of Pharmacology and Toxicology, School of Medical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology and Toxicology, University of Otago",13,9,2,0,0,2,0,13,4,30%,6,1,84%
"Department of Pharmacology, School of Biomedical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Pharmacology, School of Medical Sciences, University of Otago",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Pharmacology, University of Otago",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Department of Philosophy, University of Otago",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Physics, Centre for Quantum Science, Dodd-Walls Centre for Photonic and Quantum Technologies, University of Otago",3,0,1,0,0,2,0,3,3,100%,0,0,100%
"Department of Physics, Faculty of Science, University of Gujrat, Hafiz Hayat Campus, Gujrat, 50700, Pakistan, Department of Physics, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Physics, MacDiarmid Institute for Advanced Materials and Nanotechnology, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Physics, QSO-Centre for Quantum Science, Dodd-Walls Centre for Photonic and Quantum Technologies, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Physics, QSO-Centre for Quantum Science, Dodd-Walls Centre, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Physics, University of Otago",40,12,10,1,3,6,8,40,28,70%,8,2,95%
"Department of Physiology and Centre for Neuroendocrinology, Otago School of Biomedical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Physiology and HeartOtago, School of Biomedical Sciences, University of Otago",2,1,0,0,1,0,0,2,1,50%,1,0,100%
"Department of Physiology and HeartOtago, School of Medical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Physiology and HeartOtago, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Physiology, Brain Health Research Centre, Centre for Neuroendocrinology, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Physiology, HeartOtago, School of Biomedical Sciences, University of Otago",2,1,0,0,1,0,0,2,1,50%,1,0,100%
"Department of Physiology, HeartOtago, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Physiology, Otago School of Medical Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Physiology, School of Biomedical Sciences and HeartOtago, University of Otago",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"Department of Physiology, School of Biomedical Sciences, HeartOtago, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Department of Physiology, School of Biomedical Sciences, University of Otago",8,2,2,0,1,2,1,8,6,75%,2,0,100%
"Department of Physiology, School of Medical Sciences, Centre for Neuroendocrinology and Brain Health Research Centre, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Physiology, University of Otago",7,2,1,0,0,2,2,6,4,66%,2,0,85%
"Department of Physiology-HeartOtago, School of Biomedical Sciences, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Department of Physiology—HeartOtago, Otago School of Biomedical Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Physiotherapy, Kathmandu University School of Medical Sciences, Dhulikhel, Nepal, Department of Surgical Sciences, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Physiotherapy, Kathmandu University School of Medical Sciences, Dhulikhel, Nepal, Department of Surgical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Physiotherapy, Kathmandu University, School of Medical Sciences, Dhulikhel, Kavre, Nepal, Centre for Musculoskeletal Outcomes Research, Department of Surgical Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Department of Physiotherapy, Kathmandu University, School of Medical Sciences, Dhulikhel, Nepal, Centre for Musculoskeletal Outcomes Research, Otago Medical School, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Politics, The University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Politics, University of Otago",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Population Health, Otago Medical School, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Population Health, University of Otago",6,3,2,0,1,0,0,6,3,50%,2,1,100%
"Department of Preventative and Social Medicine, Dunedin School of Medicine, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Department of Preventative and Social Medicine, University of Otago",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Department of Preventive & Social Medicine, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Department of Preventive and Social Medicine Dunedin, School of Medicine University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Preventive and Social Medicine, Cancer Society Social and Behavioual Research Unit, University of Otago",2,2,0,0,0,0,0,2,0,0%,0,2,100%
"Department of Preventive and Social Medicine, Centre for International Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Department of Preventive and Social Medicine, Division of Health Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Preventive and Social Medicine, Dunedin School of Medicine, The University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Preventive and Social Medicine, Dunedin School of Medicine, University of Otago",18,7,6,2,2,0,1,18,11,61%,5,1,94%
"Department of Preventive and Social Medicine, Otago Medical School, University of Otago",2,0,1,0,1,0,0,2,2,100%,0,0,100%
"Department of Preventive and Social Medicine, Otago Medical School—Dunedin Campus, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Preventive and Social Medicine, University of Otago",39,18,8,2,4,2,5,39,21,53%,12,2,89%
"Department of Primary Health Care & General Practice, University of Otago",3,2,0,0,0,1,0,3,1,33%,2,0,100%
"Department of Primary Health Care and General Practice, University of Otago",20,12,4,3,0,0,1,20,8,40%,8,2,90%
"Department of Primary Health Care and General Practice, Wellington School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Primary Health Care, General Practice and the Bioethics Centre, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Department of Process Engineering, Stellenbosch University, Private Bag X1. Matieland, Stellenbosch, 7602, South Africa, Department of Physics, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Psychological Medicine (Wellington), University of Otago",2,2,0,0,0,0,0,2,0,0%,1,1,100%
"Department of Psychological Medicine and Rehabilitation & Teaching Unit, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Psychological Medicine, Christchurch School of Medicine, University of Otago",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"Department of Psychological Medicine, Department of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Psychological Medicine, Dunedin School of Medicine, University of Otago",12,5,2,0,1,3,1,12,7,58%,4,0,91%
"Department of Psychological Medicine, Otago Medical School – Dunedin Campus, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Department of Psychological Medicine, Otago Medical School, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Department of Psychological Medicine, Rehabilitation Teaching Research Unit University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
