DOI
10.1371/journal.pcbi.1006650
10.1016/j.cell.2019.01.001
10.1038/s41586-019-1693-2
10.1038/s41586-019-1171-x
10.1038/s41467-019-08853-3
10.1016/j.ijhm.2018.04.004
10.1126/science.aau3644
10.1038/s41591-019-0371-0
10.1016/j.celrep.2019.08.050
10.1126/science.aat7244
10.1021/jacs.8b12982
10.1002/jcp.28122
10.1038/s41467-019-10968-6
10.1140/epjst/e2019-800186-9
10.1016/j.eneco.2019.04.006
10.1016/j.earscirev.2019.05.017
10.1016/j.neuroimage.2019.01.068
10.1016/j.celrep.2019.08.054
10.1111/1755-0998.12982
10.1177/2167702618797105
10.1038/s41588-018-0274-x
10.1080/10408398.2018.1425825
10.1007/s12671-018-1050-9
10.1038/s41539-019-0048-y
10.1016/j.jclepro.2019.02.161
10.1177/0266242618807275
10.1126/science.aat5718
10.1016/j.epsl.2018.10.045
10.1111/bjet.12595
10.4103/1673-5374.259602
10.1038/s41586-019-1110-x
10.1080/13683500.2017.1361908
10.1016/j.scitotenv.2019.03.387
10.1186/s13059-019-1660-0
10.1007/s13347-018-0330-6
10.1177/0022034519837252
10.1016/j.neuropharm.2018.04.007
10.1186/s12970-019-0329-0
10.4103/1673-5374.244784
10.1126/science.aaw8160
10.1111/1471-0307.12622
10.1038/s41467-019-12763-9
10.1080/15563650.2018.1543889
10.1016/j.jairtraman.2019.101722
10.1111/gcb.14537
10.1007/s13197-018-03562-z
10.1113/JP276233
10.1177/0047287518769764
10.1371/journal.pbio.3000107
10.1177/0047287518759227
10.1016/j.ecolmodel.2019.108784
10.1007/s00190-018-1192-5
10.1016/j.annals.2018.12.013
10.1016/j.chom.2018.12.014
10.1016/j.epsl.2018.11.039
10.3354/ESR00994
10.1126/sciadv.aaw7006
10.1038/s41467-019-12671-y
10.1007/s12035-019-01663-0
10.1007/s40095-019-0302-3
10.1038/s41566-019-0485-4
10.1029/2018TC005116
10.3389/fmars.2019.00248
10.1016/j.physbeh.2019.112670
10.1007/s00784-019-03058-w
10.1038/s41396-019-0464-2
10.1016/j.bdr.2019.03.001
10.1186/s13059-019-1738-8
10.1016/j.foodhyd.2018.08.006
10.3389/fmars.2019.00433
10.1631/jzus.B1800624
10.1016/j.scitotenv.2019.04.005
10.1016/j.annals.2019.02.006
10.1073/pnas.1817615116
10.1038/s41598-019-52836-9
10.1210/en.2019-00193
10.1021/acschemneuro.8b00651
10.1016/j.atmosenv.2018.12.005
10.1016/j.ejmech.2018.11.067
10.1080/09669582.2018.1477785
10.1080/09669582.2019.1560673
10.1016/j.healthplace.2018.10.003
10.1016/j.jfoodeng.2018.07.016
10.1038/s41467-019-10894-7
10.1007/s00213-019-05216-0
10.1210/en.2018-01047
10.1002/ece3.4679
10.1038/s41598-019-55288-3
10.1080/0158037X.2018.1534821
10.1177/0047287518794319
10.1080/07388551.2018.1554621
10.1021/acsnano.8b06775
10.20507/MAIJournal.2019.8.2.10
10.1155/2019/2437397
10.1016/j.cell.2019.09.019
10.1109/ICSE-SEIP.2019.00036
10.1016/j.scitotenv.2019.01.383
10.1007/s13369-018-3322-z
10.1080/15567036.2018.1516013
10.1007/s10811-018-1558-3
10.1007/s00338-019-01855-z
10.1177/1103308818817603
10.1080/1360144X.2017.1388241
10.1177/1747493019873600
10.3390/chemengineering3030076
10.1007/s12640-019-00030-0
10.1080/03036758.2018.1539405
10.1016/j.enbuild.2019.04.026
10.1016/j.pneurobio.2019.02.001
10.1111/nph.15725
10.1098/rspb.2019.0369
10.1093/molbev/msz017
10.1093/nar/gky1203
10.1016/j.celrep.2019.01.067
10.1016/j.colegn.2018.04.006
10.1029/2018JA026384
10.1039/c9sc01857c
10.1016/bs.afnr.2018.08.001
10.1038/s41561-019-0470-z
10.1038/s41598-018-35426-z
10.1038/s41467-018-08235-1
10.1016/j.foodchem.2019.03.012
10.1016/j.erss.2019.04.019
10.1016/j.geoforum.2019.03.008
10.4103/1673-5374.251192
10.1016/j.foodres.2019.02.026
10.1016/j.patrec.2019.03.004
10.1111/1541-4337.12473
10.1144/M49.3
10.1038/s41598-019-53107-3
10.1038/s41598-019-38645-0
10.1007/s10551-018-3925-z
10.1093/nar/gkz721
10.1103/PhysRevA.100.033807
10.1016/j.meatsci.2019.05.005
10.1088/1748-605X/ab3344
10.1080/03036758.2019.1620297
10.1371/journal.pone.0217462
10.1016/j.jfca.2019.01.023
10.1016/j.appet.2018.12.036
10.1111/brv.12458
10.1108/MF-09-2017-0331
10.1016/j.jdent.2018.12.006
10.1021/acs.inorgchem.8b03457
10.1016/j.ijdrr.2018.09.014
10.3389/fpsyg.2018.02682
10.1523/JNEUROSCI.0966-18.2018
10.3390/ijms20020329
10.1016/j.biopsych.2019.02.016
10.1029/2019JD030975
10.1016/j.neunet.2019.05.001
10.1037/dev0000709
10.1016/j.foodres.2019.03.020
10.1016/j.ebiom.2019.05.065
10.1016/j.ijbiomac.2019.03.010
10.1016/j.scitotenv.2019.01.122
10.1016/j.jrp.2019.03.008
10.1016/j.lwt.2019.01.005
10.1016/j.apr.2018.09.006
10.1002/ece3.4843
10.3390/ijms20030538
10.1016/j.knosys.2018.10.043
10.1039/c9cc03321a
10.1038/s41467-019-13445-2
10.1038/s41467-019-13639-8
10.1038/s41598-019-41030-6
10.1016/j.envint.2019.105058
10.1021/acschemneuro.9b00429
10.1016/j.ymthe.2019.06.015
10.1029/2019GB006276
10.1016/j.omtn.2019.05.018
10.1016/j.biomaterials.2019.05.032
10.1103/PhysRevLett.123.043401
10.1002/adom.201801653
10.1029/2019GL082401
10.1177/1747493019851287
10.1016/j.meatsci.2019.03.018
10.1016/j.tmp.2019.03.011
10.1093/af/vfz019
10.1103/PhysRevA.99.063830
10.1080/14719037.2018.1538426
10.1177/1359105316687628
10.1021/acs.biochem.9b00079
10.1145/3290605.3300815
10.1109/TVCG.2019.2898737
10.1111/gcb.14583
10.1002/asia.201801262
10.1016/j.wavemoti.2018.08.006
10.1029/2018GL081669
10.1371/journal.pone.0213927
10.1177/1534484318798533
10.1016/j.fishres.2018.11.002
10.1785/0120180085
10.5194/tc-13-351-2019
10.1177/0047287517753072
10.1016/j.jconrel.2018.11.030
10.1016/j.pnpbp.2018.08.015
10.1073/pnas.1902174116
10.7717/peerj.6160
10.1111/jfbc.12482
10.1016/j.mce.2019.110561
10.1111/insr.12327
10.1210/en.2019-00234
10.1177/2167479518801557
10.1371/journal.pone.0221953
10.1111/2041-210X.13239
10.1007/s00784-018-2785-3
10.1210/en.2019-00428
10.3390/s19163570
10.1080/00288306.2019.1600557
10.1016/j.jsb.2019.04.008
10.1038/s41561-019-0338-2
10.1109/TVCG.2019.2899229
10.1016/j.sapharm.2018.08.001
10.1523/JNEUROSCI.1826-18.2019
10.1080/15476286.2018.1509662
10.3390/d11040050
10.1016/j.healthplace.2019.01.010
10.1016/j.scitotenv.2018.10.263
10.1016/j.scitotenv.2018.10.416
10.1371/journal.pone.0213017
10.1016/j.system.2018.11.001
10.1371/journal.ppat.1008028
10.1210/en.2019-00038
10.1130/G45151.1
10.3389/fmars.2019.00157
10.1371/journal.pone.0208631
